kegg_pathway	entrezgene	kegg_pathway_definition
01100	b2066	Metabolic pathways
01100	b2091	Metabolic pathways
01100	b2093	Metabolic pathways
01100	b2094	Metabolic pathways
01100	b2095	Metabolic pathways
01100	b2096	Metabolic pathways
01100	b2097	Metabolic pathways
01100	b2103	Metabolic pathways
01100	b2104	Metabolic pathways
01100	b2132	Metabolic pathways
01100	b2143	Metabolic pathways
01100	b2146	Metabolic pathways
01100	b2147	Metabolic pathways
01100	b2153	Metabolic pathways
01100	b2162	Metabolic pathways
01100	b2167	Metabolic pathways
01100	b2169	Metabolic pathways
01100	b2210	Metabolic pathways
01100	b2221	Metabolic pathways
01100	b2222	Metabolic pathways
01100	b2224	Metabolic pathways
01100	b2232	Metabolic pathways
01100	b2234	Metabolic pathways
01100	b2235	Metabolic pathways
01100	b2260	Metabolic pathways
01100	b2261	Metabolic pathways
01100	b2262	Metabolic pathways
01100	b2263	Metabolic pathways
01100	b2264	Metabolic pathways
01100	b2265	Metabolic pathways
01100	b2276	Metabolic pathways
01100	b2277	Metabolic pathways
01100	b2278	Metabolic pathways
01100	b2279	Metabolic pathways
01100	b2280	Metabolic pathways
01100	b2281	Metabolic pathways
01100	b2282	Metabolic pathways
01100	b2283	Metabolic pathways
01100	b2284	Metabolic pathways
01100	b2285	Metabolic pathways
01100	b2286	Metabolic pathways
01100	b2287	Metabolic pathways
01100	b2288	Metabolic pathways
01100	b2290	Metabolic pathways
01100	b2291	Metabolic pathways
01100	b2296	Metabolic pathways
01100	b2297	Metabolic pathways
01100	b2311	Metabolic pathways
01100	b2312	Metabolic pathways
01100	b2315	Metabolic pathways
01100	b2316	Metabolic pathways
01100	b2320	Metabolic pathways
01100	b2323	Metabolic pathways
01100	b2329	Metabolic pathways
01100	b2341	Metabolic pathways
01100	b2342	Metabolic pathways
01100	b2373	Metabolic pathways
01100	b2388	Metabolic pathways
01100	b2400	Metabolic pathways
01100	b2407	Metabolic pathways
01100	b2414	Metabolic pathways
01100	b2418	Metabolic pathways
01100	b2421	Metabolic pathways
01100	b2428	Metabolic pathways
01100	b2436	Metabolic pathways
01100	b2440	Metabolic pathways
01100	b2441	Metabolic pathways
01100	b2451	Metabolic pathways
01100	b2453	Metabolic pathways
01100	b2455	Metabolic pathways
01100	b2458	Metabolic pathways
01100	b2459	Metabolic pathways
01100	b2463	Metabolic pathways
01100	b2464	Metabolic pathways
01100	b2465	Metabolic pathways
01100	b2472	Metabolic pathways
01100	b2476	Metabolic pathways
01100	b2478	Metabolic pathways
01100	b2498	Metabolic pathways
01100	b2499	Metabolic pathways
01100	b2500	Metabolic pathways
01100	b2507	Metabolic pathways
01100	b2508	Metabolic pathways
01100	b2515	Metabolic pathways
01100	b2518	Metabolic pathways
01100	b2521	Metabolic pathways
01100	b2523	Metabolic pathways
01100	b2530	Metabolic pathways
01100	b2533	Metabolic pathways
01100	b2551	Metabolic pathways
01100	b2557	Metabolic pathways
01100	b2564	Metabolic pathways
01100	b2574	Metabolic pathways
01100	b2585	Metabolic pathways
01100	b2599	Metabolic pathways
01100	b2600	Metabolic pathways
01100	b2601	Metabolic pathways
01100	b2615	Metabolic pathways
01100	b2661	Metabolic pathways
01100	b2662	Metabolic pathways
01100	b2675	Metabolic pathways
01100	b2676	Metabolic pathways
01100	b2687	Metabolic pathways
01100	b2688	Metabolic pathways
01100	b2744	Metabolic pathways
01100	b2746	Metabolic pathways
01100	b2747	Metabolic pathways
01100	b2750	Metabolic pathways
01100	b2751	Metabolic pathways
01100	b2752	Metabolic pathways
01100	b2762	Metabolic pathways
01100	b2763	Metabolic pathways
01100	b2764	Metabolic pathways
01100	b2765	Metabolic pathways
01100	b2777	Metabolic pathways
01100	b2779	Metabolic pathways
01100	b2780	Metabolic pathways
01100	b2781	Metabolic pathways
01100	b2787	Metabolic pathways
01100	b2794	Metabolic pathways
01100	b2797	Metabolic pathways
01100	b2818	Metabolic pathways
01100	b2827	Metabolic pathways
01100	b2838	Metabolic pathways
01100	b2844	Metabolic pathways
01100	b2866	Metabolic pathways
01100	b2867	Metabolic pathways
01100	b2868	Metabolic pathways
01100	b2873	Metabolic pathways
01100	b2874	Metabolic pathways
01100	b2883	Metabolic pathways
01100	b2889	Metabolic pathways
01100	b2903	Metabolic pathways
01100	b2904	Metabolic pathways
01100	b2905	Metabolic pathways
01100	b2906	Metabolic pathways
01100	b2907	Metabolic pathways
01100	b2912	Metabolic pathways
01100	b2913	Metabolic pathways
01100	b2914	Metabolic pathways
01100	b2917	Metabolic pathways
01100	b2925	Metabolic pathways
01100	b2926	Metabolic pathways
01100	b2927	Metabolic pathways
01100	b2935	Metabolic pathways
01100	b2937	Metabolic pathways
01100	b2938	Metabolic pathways
01100	b2942	Metabolic pathways
01100	b2947	Metabolic pathways
01100	b2957	Metabolic pathways
01100	b2965	Metabolic pathways
01100	b2976	Metabolic pathways
01100	b2979	Metabolic pathways
01100	b2988	Metabolic pathways
01100	b3008	Metabolic pathways
01100	b3018	Metabolic pathways
01100	b3041	Metabolic pathways
01100	b3052	Metabolic pathways
01100	b3058	Metabolic pathways
01100	b3059	Metabolic pathways
01100	b3073	Metabolic pathways
01100	b3076	Metabolic pathways
01100	b3077	Metabolic pathways
01100	b3091	Metabolic pathways
01100	b3092	Metabolic pathways
01100	b3114	Metabolic pathways
01100	b3115	Metabolic pathways
01100	b3117	Metabolic pathways
01100	b3124	Metabolic pathways
01100	b3125	Metabolic pathways
01100	b3132	Metabolic pathways
01100	b3137	Metabolic pathways
01100	b3172	Metabolic pathways
01100	b3176	Metabolic pathways
01100	b3177	Metabolic pathways
01100	b3189	Metabolic pathways
01100	b3197	Metabolic pathways
01100	b3198	Metabolic pathways
01100	b3212	Metabolic pathways
01100	b3213	Metabolic pathways
01100	b3222	Metabolic pathways
01100	b3236	Metabolic pathways
01100	b3253	Metabolic pathways
01100	b3255	Metabolic pathways
01100	b3256	Metabolic pathways
01100	b3281	Metabolic pathways
01100	b3295	Metabolic pathways
01100	b3338	Metabolic pathways
01100	b3355	Metabolic pathways
01100	b3359	Metabolic pathways
01100	b3368	Metabolic pathways
01100	b3385	Metabolic pathways
01100	b3386	Metabolic pathways
01100	b3389	Metabolic pathways
01100	b3390	Metabolic pathways
01100	b3396	Metabolic pathways
01100	b3399	Metabolic pathways
01100	b3403	Metabolic pathways
01100	b3412	Metabolic pathways
01100	b3416	Metabolic pathways
01100	b3417	Metabolic pathways
01100	b3428	Metabolic pathways
01100	b3429	Metabolic pathways
01100	b3430	Metabolic pathways
01100	b3431	Metabolic pathways
01100	b3432	Metabolic pathways
01100	b3433	Metabolic pathways
01100	b3437	Metabolic pathways
01100	b3447	Metabolic pathways
01100	b3517	Metabolic pathways
01100	b3519	Metabolic pathways
01100	b3526	Metabolic pathways
01100	b3533	Metabolic pathways
01100	b3551	Metabolic pathways
01100	b3553	Metabolic pathways
01100	b3564	Metabolic pathways
01100	b3565	Metabolic pathways
01100	b3571	Metabolic pathways
01100	b3572	Metabolic pathways
01100	b3583	Metabolic pathways
01100	b3588	Metabolic pathways
01100	b3589	Metabolic pathways
01100	b3605	Metabolic pathways
01100	b3607	Metabolic pathways
01100	b3612	Metabolic pathways
01100	b3619	Metabolic pathways
01100	b3620	Metabolic pathways
01100	b3621	Metabolic pathways
01100	b3622	Metabolic pathways
01100	b3623	Metabolic pathways
01100	b3625	Metabolic pathways
01100	b3626	Metabolic pathways
01100	b3627	Metabolic pathways
01100	b3628	Metabolic pathways
01100	b3630	Metabolic pathways
01100	b3631	Metabolic pathways
01100	b3632	Metabolic pathways
01100	b3633	Metabolic pathways
01100	b3634	Metabolic pathways
01100	b3639	Metabolic pathways
01100	b3640	Metabolic pathways
01100	b3642	Metabolic pathways
01100	b3648	Metabolic pathways
01100	b3649	Metabolic pathways
01100	b3665	Metabolic pathways
01100	b3670	Metabolic pathways
01100	b3671	Metabolic pathways
01100	b3693	Metabolic pathways
01100	b3701	Metabolic pathways
01100	b3729	Metabolic pathways
01100	b3730	Metabolic pathways
01100	b3731	Metabolic pathways
01100	b3732	Metabolic pathways
01100	b3733	Metabolic pathways
01100	b3734	Metabolic pathways
01100	b3735	Metabolic pathways
01100	b3736	Metabolic pathways
01100	b3737	Metabolic pathways
01100	b3738	Metabolic pathways
01100	b3744	Metabolic pathways
01100	b3769	Metabolic pathways
01100	b3770	Metabolic pathways
01100	b3771	Metabolic pathways
01100	b3772	Metabolic pathways
01100	b3774	Metabolic pathways
01100	b3786	Metabolic pathways
01100	b3803	Metabolic pathways
01100	b3804	Metabolic pathways
01100	b3805	Metabolic pathways
01100	b3809	Metabolic pathways
01100	b3812	Metabolic pathways
01100	b3821	Metabolic pathways
01100	b3829	Metabolic pathways
01100	b3830	Metabolic pathways
01100	b3831	Metabolic pathways
01100	b3833	Metabolic pathways
01100	b3843	Metabolic pathways
01100	b3844	Metabolic pathways
01100	b3845	Metabolic pathways
01100	b3846	Metabolic pathways
01100	b3850	Metabolic pathways
01100	b3857	Metabolic pathways
01100	b3863	Metabolic pathways
01100	b3867	Metabolic pathways
01100	b3870	Metabolic pathways
01100	b3879	Metabolic pathways
01100	b3882	Metabolic pathways
01100	b3892	Metabolic pathways
01100	b3893	Metabolic pathways
01100	b3894	Metabolic pathways
01100	b3916	Metabolic pathways
01100	b3919	Metabolic pathways
01100	b3925	Metabolic pathways
01100	b3926	Metabolic pathways
01100	b3930	Metabolic pathways
01100	b3939	Metabolic pathways
01100	b3940	Metabolic pathways
01100	b3941	Metabolic pathways
01100	b3942	Metabolic pathways
01100	b3945	Metabolic pathways
01100	b3951	Metabolic pathways
01100	b3956	Metabolic pathways
01100	b3957	Metabolic pathways
01100	b3958	Metabolic pathways
01100	b3959	Metabolic pathways
01100	b3960	Metabolic pathways
01100	b3962	Metabolic pathways
01100	b3967	Metabolic pathways
01100	b3972	Metabolic pathways
01100	b3973	Metabolic pathways
01100	b3974	Metabolic pathways
01100	b3987	Metabolic pathways
01100	b3988	Metabolic pathways
01100	b3990	Metabolic pathways
01100	b3991	Metabolic pathways
01100	b3992	Metabolic pathways
01100	b3993	Metabolic pathways
01100	b3994	Metabolic pathways
01100	b3996	Metabolic pathways
01100	b3997	Metabolic pathways
01100	b4005	Metabolic pathways
01100	b4006	Metabolic pathways
01100	b4013	Metabolic pathways
01100	b4014	Metabolic pathways
01100	b4015	Metabolic pathways
01100	b4019	Metabolic pathways
01100	b4024	Metabolic pathways
01100	b4025	Metabolic pathways
01100	b4039	Metabolic pathways
01100	b4040	Metabolic pathways
01100	b4041	Metabolic pathways
01100	b4042	Metabolic pathways
01100	b4053	Metabolic pathways
01100	b4054	Metabolic pathways
01100	b4055	Metabolic pathways
01100	b4069	Metabolic pathways
01100	b4090	Metabolic pathways
01100	b4117	Metabolic pathways
01100	b4122	Metabolic pathways
01100	b4131	Metabolic pathways
01100	b4139	Metabolic pathways
01100	b4151	Metabolic pathways
01100	b4152	Metabolic pathways
01100	b4153	Metabolic pathways
01100	b4154	Metabolic pathways
01100	b4160	Metabolic pathways
01100	b4161	Metabolic pathways
01100	b4171	Metabolic pathways
01100	b4177	Metabolic pathways
01100	b4192	Metabolic pathways
01100	b4193	Metabolic pathways
01100	b4194	Metabolic pathways
01100	b4195	Metabolic pathways
01100	b4196	Metabolic pathways
01100	b4197	Metabolic pathways
01100	b4198	Metabolic pathways
01100	b4214	Metabolic pathways
01100	b4232	Metabolic pathways
01100	b4238	Metabolic pathways
01100	b4244	Metabolic pathways
01100	b4245	Metabolic pathways
01100	b4254	Metabolic pathways
01100	b4259	Metabolic pathways
01100	b4260	Metabolic pathways
01100	b4268	Metabolic pathways
01100	b4298	Metabolic pathways
01100	b4302	Metabolic pathways
01100	b4304	Metabolic pathways
01100	b4322	Metabolic pathways
01100	b4323	Metabolic pathways
01100	b4359	Metabolic pathways
01100	b4372	Metabolic pathways
01100	b4374	Metabolic pathways
01100	b4382	Metabolic pathways
01100	b4384	Metabolic pathways
01100	b4386	Metabolic pathways
01100	b4388	Metabolic pathways
01100	b4390	Metabolic pathways
01100	b4395	Metabolic pathways
01100	b4467	Metabolic pathways
01100	b4468	Metabolic pathways
01100	b4471	Metabolic pathways
01100	b4477	Metabolic pathways
01100	b4478	Metabolic pathways
01100	b4565	Metabolic pathways
01110	b0002	Biosynthesis of secondary metabolites
01110	b0003	Biosynthesis of secondary metabolites
01110	b0004	Biosynthesis of secondary metabolites
01110	b0008	Biosynthesis of secondary metabolites
01110	b0025	Biosynthesis of secondary metabolites
01110	b0029	Biosynthesis of secondary metabolites
01110	b0031	Biosynthesis of secondary metabolites
01110	b0071	Biosynthesis of secondary metabolites
01110	b0072	Biosynthesis of secondary metabolites
01110	b0073	Biosynthesis of secondary metabolites
01110	b0074	Biosynthesis of secondary metabolites
01110	b0077	Biosynthesis of secondary metabolites
01110	b0078	Biosynthesis of secondary metabolites
01110	b0114	Biosynthesis of secondary metabolites
01110	b0115	Biosynthesis of secondary metabolites
01110	b0116	Biosynthesis of secondary metabolites
01110	b0118	Biosynthesis of secondary metabolites
01110	b0124	Biosynthesis of secondary metabolites
01110	b0125	Biosynthesis of secondary metabolites
01110	b0131	Biosynthesis of secondary metabolites
01110	b0133	Biosynthesis of secondary metabolites
01110	b0134	Biosynthesis of secondary metabolites
01110	b0154	Biosynthesis of secondary metabolites
01110	b0173	Biosynthesis of secondary metabolites
01110	b0174	Biosynthesis of secondary metabolites
01110	b0175	Biosynthesis of secondary metabolites
01110	b0185	Biosynthesis of secondary metabolites
01110	b0186	Biosynthesis of secondary metabolites
01110	b0238	Biosynthesis of secondary metabolites
01110	b0243	Biosynthesis of secondary metabolites
01110	b0261	Biosynthesis of secondary metabolites
01110	b0268	Biosynthesis of secondary metabolites
01110	b0273	Biosynthesis of secondary metabolites
01110	b0356	Biosynthesis of secondary metabolites
01110	b0369	Biosynthesis of secondary metabolites
01110	b0386	Biosynthesis of secondary metabolites
01110	b0388	Biosynthesis of secondary metabolites
01110	b0414	Biosynthesis of secondary metabolites
01110	b0415	Biosynthesis of secondary metabolites
01110	b0420	Biosynthesis of secondary metabolites
01110	b0421	Biosynthesis of secondary metabolites
01110	b0425	Biosynthesis of secondary metabolites
01110	b0428	Biosynthesis of secondary metabolites
01110	b0474	Biosynthesis of secondary metabolites
01110	b0475	Biosynthesis of secondary metabolites
01110	b0480	Biosynthesis of secondary metabolites
01110	b0522	Biosynthesis of secondary metabolites
01110	b0523	Biosynthesis of secondary metabolites
01110	b0583	Biosynthesis of secondary metabolites
01110	b0586	Biosynthesis of secondary metabolites
01110	b0593	Biosynthesis of secondary metabolites
01110	b0594	Biosynthesis of secondary metabolites
01110	b0595	Biosynthesis of secondary metabolites
01110	b0596	Biosynthesis of secondary metabolites
01110	b0662	Biosynthesis of secondary metabolites
01110	b0674	Biosynthesis of secondary metabolites
01110	b0688	Biosynthesis of secondary metabolites
01110	b0693	Biosynthesis of secondary metabolites
01110	b0720	Biosynthesis of secondary metabolites
01110	b0721	Biosynthesis of secondary metabolites
01110	b0722	Biosynthesis of secondary metabolites
01110	b0723	Biosynthesis of secondary metabolites
01110	b0724	Biosynthesis of secondary metabolites
01110	b0726	Biosynthesis of secondary metabolites
01110	b0727	Biosynthesis of secondary metabolites
01110	b0728	Biosynthesis of secondary metabolites
01110	b0729	Biosynthesis of secondary metabolites
01110	b0754	Biosynthesis of secondary metabolites
01110	b0755	Biosynthesis of secondary metabolites
01110	b0756	Biosynthesis of secondary metabolites
01110	b0767	Biosynthesis of secondary metabolites
01110	b0771	Biosynthesis of secondary metabolites
01110	b0844	Biosynthesis of secondary metabolites
01110	b0870	Biosynthesis of secondary metabolites
01110	b0908	Biosynthesis of secondary metabolites
01110	b0928	Biosynthesis of secondary metabolites
01110	b1004	Biosynthesis of secondary metabolites
01110	b1014	Biosynthesis of secondary metabolites
01110	b1033	Biosynthesis of secondary metabolites
01110	b1090	Biosynthesis of secondary metabolites
01110	b1131	Biosynthesis of secondary metabolites
01110	b1136	Biosynthesis of secondary metabolites
01110	b1207	Biosynthesis of secondary metabolites
01110	b1208	Biosynthesis of secondary metabolites
01110	b1210	Biosynthesis of secondary metabolites
01110	b1241	Biosynthesis of secondary metabolites
01110	b1260	Biosynthesis of secondary metabolites
01110	b1261	Biosynthesis of secondary metabolites
01110	b1262	Biosynthesis of secondary metabolites
01110	b1263	Biosynthesis of secondary metabolites
01110	b1264	Biosynthesis of secondary metabolites
01110	b1276	Biosynthesis of secondary metabolites
01110	b1277	Biosynthesis of secondary metabolites
01110	b1386	Biosynthesis of secondary metabolites
01110	b1393	Biosynthesis of secondary metabolites
01110	b1409	Biosynthesis of secondary metabolites
01110	b1478	Biosynthesis of secondary metabolites
01110	b1493	Biosynthesis of secondary metabolites
01110	b1611	Biosynthesis of secondary metabolites
01110	b1612	Biosynthesis of secondary metabolites
01110	b1613	Biosynthesis of secondary metabolites
01110	b1617	Biosynthesis of secondary metabolites
01110	b1622	Biosynthesis of secondary metabolites
01110	b1662	Biosynthesis of secondary metabolites
01110	b1676	Biosynthesis of secondary metabolites
01110	b1686	Biosynthesis of secondary metabolites
01110	b1692	Biosynthesis of secondary metabolites
01110	b1693	Biosynthesis of secondary metabolites
01110	b1704	Biosynthesis of secondary metabolites
01110	b1723	Biosynthesis of secondary metabolites
01110	b1732	Biosynthesis of secondary metabolites
01110	b1767	Biosynthesis of secondary metabolites
01110	b1779	Biosynthesis of secondary metabolites
01110	b1780	Biosynthesis of secondary metabolites
01110	b1814	Biosynthesis of secondary metabolites
01110	b1849	Biosynthesis of secondary metabolites
01110	b1852	Biosynthesis of secondary metabolites
01110	b1854	Biosynthesis of secondary metabolites
01110	b2019	Biosynthesis of secondary metabolites
01110	b2020	Biosynthesis of secondary metabolites
01110	b2021	Biosynthesis of secondary metabolites
01110	b2022	Biosynthesis of secondary metabolites
01110	b2023	Biosynthesis of secondary metabolites
01110	b2024	Biosynthesis of secondary metabolites
01110	b2025	Biosynthesis of secondary metabolites
01110	b2026	Biosynthesis of secondary metabolites
01110	b2029	Biosynthesis of secondary metabolites
01110	b2048	Biosynthesis of secondary metabolites
01110	b2049	Biosynthesis of secondary metabolites
01110	b2097	Biosynthesis of secondary metabolites
01110	b2132	Biosynthesis of secondary metabolites
01110	b2210	Biosynthesis of secondary metabolites
01110	b2224	Biosynthesis of secondary metabolites
01110	b2232	Biosynthesis of secondary metabolites
01110	b2241	Biosynthesis of secondary metabolites
01110	b2242	Biosynthesis of secondary metabolites
01110	b2243	Biosynthesis of secondary metabolites
01110	b2260	Biosynthesis of secondary metabolites
01110	b2261	Biosynthesis of secondary metabolites
01110	b2262	Biosynthesis of secondary metabolites
01110	b2263	Biosynthesis of secondary metabolites
01110	b2264	Biosynthesis of secondary metabolites
01110	b2265	Biosynthesis of secondary metabolites
01110	b2290	Biosynthesis of secondary metabolites
01110	b2311	Biosynthesis of secondary metabolites
01110	b2312	Biosynthesis of secondary metabolites
01110	b2316	Biosynthesis of secondary metabolites
01110	b2329	Biosynthesis of secondary metabolites
01110	b2341	Biosynthesis of secondary metabolites
01110	b2342	Biosynthesis of secondary metabolites
01110	b2388	Biosynthesis of secondary metabolites
01110	b2400	Biosynthesis of secondary metabolites
01110	b2407	Biosynthesis of secondary metabolites
01110	b2414	Biosynthesis of secondary metabolites
01110	b2421	Biosynthesis of secondary metabolites
01110	b2436	Biosynthesis of secondary metabolites
01110	b2453	Biosynthesis of secondary metabolites
01110	b2464	Biosynthesis of secondary metabolites
01110	b2465	Biosynthesis of secondary metabolites
01110	b2476	Biosynthesis of secondary metabolites
01110	b2478	Biosynthesis of secondary metabolites
01110	b2499	Biosynthesis of secondary metabolites
01110	b2500	Biosynthesis of secondary metabolites
01110	b2508	Biosynthesis of secondary metabolites
01110	b2515	Biosynthesis of secondary metabolites
01110	b2518	Biosynthesis of secondary metabolites
01110	b2551	Biosynthesis of secondary metabolites
01110	b2557	Biosynthesis of secondary metabolites
01110	b2585	Biosynthesis of secondary metabolites
01110	b2599	Biosynthesis of secondary metabolites
01110	b2600	Biosynthesis of secondary metabolites
01110	b2601	Biosynthesis of secondary metabolites
01110	b2744	Biosynthesis of secondary metabolites
01110	b2746	Biosynthesis of secondary metabolites
01110	b2747	Biosynthesis of secondary metabolites
01110	b2779	Biosynthesis of secondary metabolites
01110	b2797	Biosynthesis of secondary metabolites
01110	b2818	Biosynthesis of secondary metabolites
01110	b2838	Biosynthesis of secondary metabolites
01110	b2844	Biosynthesis of secondary metabolites
01110	b2889	Biosynthesis of secondary metabolites
01110	b2903	Biosynthesis of secondary metabolites
01110	b2904	Biosynthesis of secondary metabolites
01110	b2905	Biosynthesis of secondary metabolites
01110	b2906	Biosynthesis of secondary metabolites
01110	b2907	Biosynthesis of secondary metabolites
01110	b2914	Biosynthesis of secondary metabolites
01110	b2925	Biosynthesis of secondary metabolites
01110	b2926	Biosynthesis of secondary metabolites
01110	b2935	Biosynthesis of secondary metabolites
01110	b2942	Biosynthesis of secondary metabolites
01110	b2957	Biosynthesis of secondary metabolites
01110	b2965	Biosynthesis of secondary metabolites
01110	b2976	Biosynthesis of secondary metabolites
01110	b2979	Biosynthesis of secondary metabolites
01110	b3008	Biosynthesis of secondary metabolites
01110	b3018	Biosynthesis of secondary metabolites
01110	b3041	Biosynthesis of secondary metabolites
01110	b3059	Biosynthesis of secondary metabolites
01110	b3117	Biosynthesis of secondary metabolites
01110	b3172	Biosynthesis of secondary metabolites
01110	b3187	Biosynthesis of secondary metabolites
01110	b3212	Biosynthesis of secondary metabolites
01110	b3213	Biosynthesis of secondary metabolites
01110	b3236	Biosynthesis of secondary metabolites
01110	b3255	Biosynthesis of secondary metabolites
01110	b3256	Biosynthesis of secondary metabolites
01110	b3281	Biosynthesis of secondary metabolites
01110	b3359	Biosynthesis of secondary metabolites
01110	b3368	Biosynthesis of secondary metabolites
01110	b3385	Biosynthesis of secondary metabolites
01110	b3386	Biosynthesis of secondary metabolites
01110	b3389	Biosynthesis of secondary metabolites
01110	b3390	Biosynthesis of secondary metabolites
01110	b3399	Biosynthesis of secondary metabolites
01110	b3403	Biosynthesis of secondary metabolites
01110	b3417	Biosynthesis of secondary metabolites
01110	b3425	Biosynthesis of secondary metabolites
01110	b3426	Biosynthesis of secondary metabolites
01110	b3428	Biosynthesis of secondary metabolites
01110	b3429	Biosynthesis of secondary metabolites
01110	b3430	Biosynthesis of secondary metabolites
01110	b3432	Biosynthesis of secondary metabolites
01110	b3433	Biosynthesis of secondary metabolites
01110	b3437	Biosynthesis of secondary metabolites
01110	b3517	Biosynthesis of secondary metabolites
01110	b3572	Biosynthesis of secondary metabolites
01110	b3588	Biosynthesis of secondary metabolites
01110	b3589	Biosynthesis of secondary metabolites
01110	b3607	Biosynthesis of secondary metabolites
01110	b3608	Biosynthesis of secondary metabolites
01110	b3612	Biosynthesis of secondary metabolites
01110	b3670	Biosynthesis of secondary metabolites
01110	b3671	Biosynthesis of secondary metabolites
01110	b3744	Biosynthesis of secondary metabolites
01110	b3769	Biosynthesis of secondary metabolites
01110	b3770	Biosynthesis of secondary metabolites
01110	b3771	Biosynthesis of secondary metabolites
01110	b3772	Biosynthesis of secondary metabolites
01110	b3774	Biosynthesis of secondary metabolites
01110	b3803	Biosynthesis of secondary metabolites
01110	b3804	Biosynthesis of secondary metabolites
01110	b3805	Biosynthesis of secondary metabolites
01110	b3809	Biosynthesis of secondary metabolites
01110	b3812	Biosynthesis of secondary metabolites
01110	b3821	Biosynthesis of secondary metabolites
01110	b3829	Biosynthesis of secondary metabolites
01110	b3830	Biosynthesis of secondary metabolites
01110	b3833	Biosynthesis of secondary metabolites
01110	b3843	Biosynthesis of secondary metabolites
01110	b3845	Biosynthesis of secondary metabolites
01110	b3846	Biosynthesis of secondary metabolites
01110	b3850	Biosynthesis of secondary metabolites
01110	b3867	Biosynthesis of secondary metabolites
01110	b3879	Biosynthesis of secondary metabolites
01110	b3916	Biosynthesis of secondary metabolites
01110	b3918	Biosynthesis of secondary metabolites
01110	b3919	Biosynthesis of secondary metabolites
01110	b3925	Biosynthesis of secondary metabolites
01110	b3930	Biosynthesis of secondary metabolites
01110	b3939	Biosynthesis of secondary metabolites
01110	b3940	Biosynthesis of secondary metabolites
01110	b3942	Biosynthesis of secondary metabolites
01110	b3957	Biosynthesis of secondary metabolites
01110	b3958	Biosynthesis of secondary metabolites
01110	b3959	Biosynthesis of secondary metabolites
01110	b3960	Biosynthesis of secondary metabolites
01110	b3997	Biosynthesis of secondary metabolites
01110	b4005	Biosynthesis of secondary metabolites
01110	b4006	Biosynthesis of secondary metabolites
01110	b4013	Biosynthesis of secondary metabolites
01110	b4014	Biosynthesis of secondary metabolites
01110	b4015	Biosynthesis of secondary metabolites
01110	b4019	Biosynthesis of secondary metabolites
01110	b4024	Biosynthesis of secondary metabolites
01110	b4025	Biosynthesis of secondary metabolites
01110	b4039	Biosynthesis of secondary metabolites
01110	b4040	Biosynthesis of secondary metabolites
01110	b4041	Biosynthesis of secondary metabolites
01110	b4042	Biosynthesis of secondary metabolites
01110	b4054	Biosynthesis of secondary metabolites
01110	b4069	Biosynthesis of secondary metabolites
01110	b4090	Biosynthesis of secondary metabolites
01110	b4122	Biosynthesis of secondary metabolites
01110	b4131	Biosynthesis of secondary metabolites
01110	b4151	Biosynthesis of secondary metabolites
01110	b4152	Biosynthesis of secondary metabolites
01110	b4153	Biosynthesis of secondary metabolites
01110	b4154	Biosynthesis of secondary metabolites
01110	b4160	Biosynthesis of secondary metabolites
01110	b4171	Biosynthesis of secondary metabolites
01110	b4211	Biosynthesis of secondary metabolites
01110	b4232	Biosynthesis of secondary metabolites
01110	b4254	Biosynthesis of secondary metabolites
01110	b4268	Biosynthesis of secondary metabolites
01110	b4298	Biosynthesis of secondary metabolites
01110	b4374	Biosynthesis of secondary metabolites
01110	b4384	Biosynthesis of secondary metabolites
01110	b4395	Biosynthesis of secondary metabolites
01110	b4467	Biosynthesis of secondary metabolites
01110	b4468	Biosynthesis of secondary metabolites
01110	b4471	Biosynthesis of secondary metabolites
01120	b0002	Microbial metabolism in diverse environments
01120	b0003	Microbial metabolism in diverse environments
01120	b0004	Microbial metabolism in diverse environments
01120	b0008	Microbial metabolism in diverse environments
01120	b0031	Microbial metabolism in diverse environments
01120	b0061	Microbial metabolism in diverse environments
01120	b0114	Microbial metabolism in diverse environments
01120	b0115	Microbial metabolism in diverse environments
01120	b0116	Microbial metabolism in diverse environments
01120	b0118	Microbial metabolism in diverse environments
01120	b0154	Microbial metabolism in diverse environments
01120	b0166	Microbial metabolism in diverse environments
01120	b0185	Microbial metabolism in diverse environments
01120	b0268	Microbial metabolism in diverse environments
01120	b0284	Microbial metabolism in diverse environments
01120	b0285	Microbial metabolism in diverse environments
01120	b0286	Microbial metabolism in diverse environments
01120	b0323	Microbial metabolism in diverse environments
01120	b0347	Microbial metabolism in diverse environments
01120	b0348	Microbial metabolism in diverse environments
01120	b0349	Microbial metabolism in diverse environments
01120	b0350	Microbial metabolism in diverse environments
01120	b0351	Microbial metabolism in diverse environments
01120	b0352	Microbial metabolism in diverse environments
01120	b0355	Microbial metabolism in diverse environments
01120	b0356	Microbial metabolism in diverse environments
01120	b0369	Microbial metabolism in diverse environments
01120	b0512	Microbial metabolism in diverse environments
01120	b0514	Microbial metabolism in diverse environments
01120	b0515	Microbial metabolism in diverse environments
01120	b0516	Microbial metabolism in diverse environments
01120	b0517	Microbial metabolism in diverse environments
01120	b0521	Microbial metabolism in diverse environments
01120	b0529	Microbial metabolism in diverse environments
01120	b0578	Microbial metabolism in diverse environments
01120	b0688	Microbial metabolism in diverse environments
01120	b0720	Microbial metabolism in diverse environments
01120	b0721	Microbial metabolism in diverse environments
01120	b0722	Microbial metabolism in diverse environments
