kegg_pathway	entrezgene	kegg_pathway_definition
00010	b0114	Glycolysis / Gluconeogenesis
00010	b0115	Glycolysis / Gluconeogenesis
00010	b0116	Glycolysis / Gluconeogenesis
00010	b0356	Glycolysis / Gluconeogenesis
00010	b0688	Glycolysis / Gluconeogenesis
00010	b0755	Glycolysis / Gluconeogenesis
00010	b0756	Glycolysis / Gluconeogenesis
00010	b1002	Glycolysis / Gluconeogenesis
00010	b1101	Glycolysis / Gluconeogenesis
00010	b1241	Glycolysis / Gluconeogenesis
00010	b1378	Glycolysis / Gluconeogenesis
00010	b1478	Glycolysis / Gluconeogenesis
00010	b1621	Glycolysis / Gluconeogenesis
00010	b1676	Glycolysis / Gluconeogenesis
00010	b1723	Glycolysis / Gluconeogenesis
00010	b1734	Glycolysis / Gluconeogenesis
00010	b1779	Glycolysis / Gluconeogenesis
00010	b1780	Glycolysis / Gluconeogenesis
00010	b1854	Glycolysis / Gluconeogenesis
00010	b2097	Glycolysis / Gluconeogenesis
00010	b2388	Glycolysis / Gluconeogenesis
00010	b2417	Glycolysis / Gluconeogenesis
00010	b2453	Glycolysis / Gluconeogenesis
00010	b2715	Glycolysis / Gluconeogenesis
00010	b2716	Glycolysis / Gluconeogenesis
00010	b2779	Glycolysis / Gluconeogenesis
00010	b2901	Glycolysis / Gluconeogenesis
00010	b2925	Glycolysis / Gluconeogenesis
00010	b2926	Glycolysis / Gluconeogenesis
00010	b3403	Glycolysis / Gluconeogenesis
00010	b3588	Glycolysis / Gluconeogenesis
00010	b3589	Glycolysis / Gluconeogenesis
00010	b3612	Glycolysis / Gluconeogenesis
00010	b3721	Glycolysis / Gluconeogenesis
00010	b3879	Glycolysis / Gluconeogenesis
00010	b3885	Glycolysis / Gluconeogenesis
00010	b3916	Glycolysis / Gluconeogenesis
00010	b3919	Glycolysis / Gluconeogenesis
00010	b3925	Glycolysis / Gluconeogenesis
00010	b4025	Glycolysis / Gluconeogenesis
00010	b4069	Glycolysis / Gluconeogenesis
00010	b4232	Glycolysis / Gluconeogenesis
00010	b4395	Glycolysis / Gluconeogenesis
00020	b0114	Citrate cycle (TCA cycle)
00020	b0115	Citrate cycle (TCA cycle)
00020	b0116	Citrate cycle (TCA cycle)
00020	b0118	Citrate cycle (TCA cycle)
00020	b0720	Citrate cycle (TCA cycle)
00020	b0721	Citrate cycle (TCA cycle)
00020	b0722	Citrate cycle (TCA cycle)
00020	b0723	Citrate cycle (TCA cycle)
00020	b0724	Citrate cycle (TCA cycle)
00020	b0726	Citrate cycle (TCA cycle)
00020	b0727	Citrate cycle (TCA cycle)
00020	b0728	Citrate cycle (TCA cycle)
00020	b0729	Citrate cycle (TCA cycle)
00020	b0771	Citrate cycle (TCA cycle)
00020	b1136	Citrate cycle (TCA cycle)
00020	b1276	Citrate cycle (TCA cycle)
00020	b1378	Citrate cycle (TCA cycle)
00020	b1611	Citrate cycle (TCA cycle)
00020	b1612	Citrate cycle (TCA cycle)
00020	b2210	Citrate cycle (TCA cycle)
00020	b3236	Citrate cycle (TCA cycle)
00020	b3403	Citrate cycle (TCA cycle)
00020	b4122	Citrate cycle (TCA cycle)
00020	b4151	Citrate cycle (TCA cycle)
00020	b4152	Citrate cycle (TCA cycle)
00020	b4153	Citrate cycle (TCA cycle)
00020	b4154	Citrate cycle (TCA cycle)
00030	b0008	Pentose phosphate pathway
00030	b0124	Pentose phosphate pathway
00030	b0688	Pentose phosphate pathway
00030	b0767	Pentose phosphate pathway
00030	b1207	Pentose phosphate pathway
00030	b1723	Pentose phosphate pathway
00030	b1850	Pentose phosphate pathway
00030	b1851	Pentose phosphate pathway
00030	b1852	Pentose phosphate pathway
00030	b2029	Pentose phosphate pathway
00030	b2097	Pentose phosphate pathway
00030	b2464	Pentose phosphate pathway
00030	b2465	Pentose phosphate pathway
00030	b2914	Pentose phosphate pathway
00030	b2925	Pentose phosphate pathway
00030	b2935	Pentose phosphate pathway
00030	b3386	Pentose phosphate pathway
00030	b3437	Pentose phosphate pathway
00030	b3526	Pentose phosphate pathway
00030	b3553	Pentose phosphate pathway
00030	b3752	Pentose phosphate pathway
00030	b3916	Pentose phosphate pathway
00030	b3925	Pentose phosphate pathway
00030	b4025	Pentose phosphate pathway
00030	b4090	Pentose phosphate pathway
00030	b4094	Pentose phosphate pathway
00030	b4232	Pentose phosphate pathway
00030	b4268	Pentose phosphate pathway
00030	b4381	Pentose phosphate pathway
00030	b4383	Pentose phosphate pathway
00040	b0061	Pentose and glucuronate interconversions
00040	b0062	Pentose and glucuronate interconversions
00040	b0063	Pentose and glucuronate interconversions
00040	b0772	Pentose and glucuronate interconversions
00040	b1236	Pentose and glucuronate interconversions
00040	b1521	Pentose and glucuronate interconversions
00040	b1580	Pentose and glucuronate interconversions
00040	b1581	Pentose and glucuronate interconversions
00040	b1617	Pentose and glucuronate interconversions
00040	b2028	Pentose and glucuronate interconversions
00040	b2042	Pentose and glucuronate interconversions
00040	b2842	Pentose and glucuronate interconversions
00040	b2843	Pentose and glucuronate interconversions
00040	b3091	Pentose and glucuronate interconversions
00040	b3092	Pentose and glucuronate interconversions
00040	b3386	Pentose and glucuronate interconversions
00040	b3564	Pentose and glucuronate interconversions
00040	b3565	Pentose and glucuronate interconversions
00040	b3575	Pentose and glucuronate interconversions
00040	b3580	Pentose and glucuronate interconversions
00040	b3581	Pentose and glucuronate interconversions
00040	b3582	Pentose and glucuronate interconversions
00040	b3583	Pentose and glucuronate interconversions
00040	b3902	Pentose and glucuronate interconversions
00040	b3904	Pentose and glucuronate interconversions
00040	b4322	Pentose and glucuronate interconversions
00040	b4323	Pentose and glucuronate interconversions
00051	b0394	Fructose and mannose metabolism
00051	b1613	Fructose and mannose metabolism
00051	b1723	Fructose and mannose metabolism
00051	b1817	Fructose and mannose metabolism
00051	b1818	Fructose and mannose metabolism
00051	b1819	Fructose and mannose metabolism
00051	b1955	Fructose and mannose metabolism
00051	b2048	Fructose and mannose metabolism
00051	b2049	Fructose and mannose metabolism
00051	b2052	Fructose and mannose metabolism
00051	b2053	Fructose and mannose metabolism
00051	b2097	Fructose and mannose metabolism
00051	b2167	Fructose and mannose metabolism
00051	b2168	Fructose and mannose metabolism
00051	b2169	Fructose and mannose metabolism
00051	b2245	Fructose and mannose metabolism
00051	b2247	Fructose and mannose metabolism
00051	b2702	Fructose and mannose metabolism
00051	b2703	Fructose and mannose metabolism
00051	b2704	Fructose and mannose metabolism
00051	b2705	Fructose and mannose metabolism
00051	b2800	Fructose and mannose metabolism
00051	b2802	Fructose and mannose metabolism
00051	b2803	Fructose and mannose metabolism
00051	b2925	Fructose and mannose metabolism
00051	b2933	Fructose and mannose metabolism
00051	b2934	Fructose and mannose metabolism
00051	b3565	Fructose and mannose metabolism
00051	b3599	Fructose and mannose metabolism
00051	b3600	Fructose and mannose metabolism
00051	b3902	Fructose and mannose metabolism
00051	b3903	Fructose and mannose metabolism
00051	b3904	Fructose and mannose metabolism
00051	b3916	Fructose and mannose metabolism
00051	b3919	Fructose and mannose metabolism
00051	b3925	Fructose and mannose metabolism
00051	b4084	Fructose and mannose metabolism
00051	b4085	Fructose and mannose metabolism
00051	b4090	Fructose and mannose metabolism
00051	b4232	Fructose and mannose metabolism
00051	b4465	Fructose and mannose metabolism
00052	b0344	Galactose metabolism
00052	b0403	Galactose metabolism
00052	b0688	Galactose metabolism
00052	b0756	Galactose metabolism
00052	b0757	Galactose metabolism
00052	b0758	Galactose metabolism
00052	b0759	Galactose metabolism
00052	b1236	Galactose metabolism
00052	b1723	Galactose metabolism
00052	b2036	Galactose metabolism
00052	b2042	Galactose metabolism
00052	b2091	Galactose metabolism
00052	b2093	Galactose metabolism
00052	b2094	Galactose metabolism
00052	b2095	Galactose metabolism
00052	b2096	Galactose metabolism
00052	b2388	Galactose metabolism
00052	b3076	Galactose metabolism
00052	b3077	Galactose metabolism
00052	b3132	Galactose metabolism
00052	b3133	Galactose metabolism
00052	b3137	Galactose metabolism
00052	b3138	Galactose metabolism
00052	b3139	Galactose metabolism
00052	b3140	Galactose metabolism
00052	b3141	Galactose metabolism
00052	b3693	Galactose metabolism
00052	b3879	Galactose metabolism
00052	b3916	Galactose metabolism
00052	b4119	Galactose metabolism
00052	b4302	Galactose metabolism
00052	b4304	Galactose metabolism
00052	b4477	Galactose metabolism
00052	b4478	Galactose metabolism
00052	b4565	Galactose metabolism
00053	b2028	Ascorbate and aldarate metabolism
00053	b2787	Ascorbate and aldarate metabolism
00053	b3126	Ascorbate and aldarate metabolism
00053	b3128	Ascorbate and aldarate metabolism
00053	b3575	Ascorbate and aldarate metabolism
00053	b3580	Ascorbate and aldarate metabolism
00053	b4192	Ascorbate and aldarate metabolism
00053	b4193	Ascorbate and aldarate metabolism
00053	b4194	Ascorbate and aldarate metabolism
00053	b4195	Ascorbate and aldarate metabolism
00053	b4196	Ascorbate and aldarate metabolism
00053	b4197	Ascorbate and aldarate metabolism
00053	b4198	Ascorbate and aldarate metabolism
00061	b0180	Fatty acid biosynthesis
00061	b0185	Fatty acid biosynthesis
00061	b0954	Fatty acid biosynthesis
00061	b1091	Fatty acid biosynthesis
00061	b1092	Fatty acid biosynthesis
00061	b1093	Fatty acid biosynthesis
00061	b1095	Fatty acid biosynthesis
00061	b1288	Fatty acid biosynthesis
00061	b1805	Fatty acid biosynthesis
00061	b2316	Fatty acid biosynthesis
00061	b2323	Fatty acid biosynthesis
00061	b3255	Fatty acid biosynthesis
00061	b3256	Fatty acid biosynthesis
00071	b0221	Fatty acid degradation
00071	b0356	Fatty acid degradation
00071	b1241	Fatty acid degradation
00071	b1393	Fatty acid degradation
00071	b1478	Fatty acid degradation
00071	b1805	Fatty acid degradation
00071	b2224	Fatty acid degradation
00071	b2341	Fatty acid degradation
00071	b2342	Fatty acid degradation
00071	b2542	Fatty acid degradation
00071	b2836	Fatty acid degradation
00071	b2844	Fatty acid degradation
00071	b3589	Fatty acid degradation
00071	b3845	Fatty acid degradation
00071	b3846	Fatty acid degradation
00121	b1619	Secondary bile acid biosynthesis
00130	b0593	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b0662	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b1004	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b1686	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2232	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2260	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2261	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2262	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2263	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2264	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2265	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2311	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2906	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b2907	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b3833	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b3843	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b3930	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b4039	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b4040	Ubiquinone and other terpenoid-quinone biosynthesis
00130	b4211	Ubiquinone and other terpenoid-quinone biosynthesis
00190	b0428	Oxidative phosphorylation
00190	b0429	Oxidative phosphorylation
00190	b0430	Oxidative phosphorylation
00190	b0431	Oxidative phosphorylation
00190	b0432	Oxidative phosphorylation
00190	b0721	Oxidative phosphorylation
00190	b0722	Oxidative phosphorylation
00190	b0723	Oxidative phosphorylation
00190	b0724	Oxidative phosphorylation
00190	b0733	Oxidative phosphorylation
00190	b0734	Oxidative phosphorylation
00190	b0978	Oxidative phosphorylation
00190	b0979	Oxidative phosphorylation
00190	b1109	Oxidative phosphorylation
00190	b2276	Oxidative phosphorylation
00190	b2277	Oxidative phosphorylation
00190	b2278	Oxidative phosphorylation
00190	b2279	Oxidative phosphorylation
00190	b2280	Oxidative phosphorylation
00190	b2281	Oxidative phosphorylation
00190	b2282	Oxidative phosphorylation
00190	b2283	Oxidative phosphorylation
00190	b2284	Oxidative phosphorylation
00190	b2285	Oxidative phosphorylation
00190	b2286	Oxidative phosphorylation
00190	b2287	Oxidative phosphorylation
00190	b2288	Oxidative phosphorylation
00190	b2501	Oxidative phosphorylation
00190	b3731	Oxidative phosphorylation
00190	b3732	Oxidative phosphorylation
00190	b3733	Oxidative phosphorylation
00190	b3734	Oxidative phosphorylation
00190	b3735	Oxidative phosphorylation
00190	b3736	Oxidative phosphorylation
00190	b3737	Oxidative phosphorylation
00190	b3738	Oxidative phosphorylation
00190	b4151	Oxidative phosphorylation
00190	b4152	Oxidative phosphorylation
00190	b4153	Oxidative phosphorylation
00190	b4154	Oxidative phosphorylation
00190	b4226	Oxidative phosphorylation
00220	b0273	Arginine biosynthesis
00220	b0323	Arginine biosynthesis
00220	b0485	Arginine biosynthesis
00220	b0521	Arginine biosynthesis
00220	b0928	Arginine biosynthesis
00220	b1524	Arginine biosynthesis
00220	b1761	Arginine biosynthesis
00220	b2290	Arginine biosynthesis
00220	b2818	Arginine biosynthesis
00220	b2874	Arginine biosynthesis
00220	b3172	Arginine biosynthesis
00220	b3359	Arginine biosynthesis
00220	b3870	Arginine biosynthesis
00220	b3957	Arginine biosynthesis
00220	b3958	Arginine biosynthesis
00220	b3959	Arginine biosynthesis
00220	b3960	Arginine biosynthesis
00220	b4254	Arginine biosynthesis
00230	b0049	Purine metabolism
00230	b0104	Purine metabolism
00230	b0125	Purine metabolism
00230	b0160	Purine metabolism
00230	b0184	Purine metabolism
00230	b0215	Purine metabolism
00230	b0238	Purine metabolism
00230	b0284	Purine metabolism
00230	b0285	Purine metabolism
00230	b0286	Purine metabolism
00230	b0323	Purine metabolism
00230	b0469	Purine metabolism
00230	b0470	Purine metabolism
00230	b0474	Purine metabolism
00230	b0477	Purine metabolism
00230	b0480	Purine metabolism
00230	b0505	Purine metabolism
00230	b0512	Purine metabolism
00230	b0515	Purine metabolism
00230	b0516	Purine metabolism
00230	b0517	Purine metabolism
00230	b0521	Purine metabolism
00230	b0522	Purine metabolism
00230	b0523	Purine metabolism
00230	b0640	Purine metabolism
00230	b0688	Purine metabolism
00230	b1099	Purine metabolism
00230	b1131	Purine metabolism
00230	b1207	Purine metabolism
00230	b1623	Purine metabolism
00230	b1676	Purine metabolism
00230	b1842	Purine metabolism
00230	b1849	Purine metabolism
00230	b1854	Purine metabolism
00230	b1970	Purine metabolism
00230	b1982	Purine metabolism
00230	b2162	Purine metabolism
00230	b2234	Purine metabolism
00230	b2235	Purine metabolism
00230	b2312	Purine metabolism
00230	b2407	Purine metabolism
00230	b2476	Purine metabolism
00230	b2499	Purine metabolism
00230	b2500	Purine metabolism
00230	b2502	Purine metabolism
00230	b2507	Purine metabolism
00230	b2508	Purine metabolism
00230	b2518	Purine metabolism
00230	b2557	Purine metabolism
00230	b2675	Purine metabolism
00230	b2676	Purine metabolism
00230	b2744	Purine metabolism
00230	b2750	Purine metabolism
00230	b2751	Purine metabolism
00230	b2752	Purine metabolism
00230	b2781	Purine metabolism
00230	b2784	Purine metabolism
00230	b2866	Purine metabolism
00230	b2867	Purine metabolism
00230	b2868	Purine metabolism
00230	b2874	Purine metabolism
00230	b2883	Purine metabolism
00230	b2954	Purine metabolism
00230	b3032	Purine metabolism
00230	b3034	Purine metabolism
00230	b3164	Purine metabolism
00230	b3295	Purine metabolism
00230	b3397	Purine metabolism
00230	b3399	Purine metabolism
00230	b3648	Purine metabolism
00230	b3649	Purine metabolism
00230	b3650	Purine metabolism
00230	b3665	Purine metabolism
00230	b3701	Purine metabolism
00230	b3779	Purine metabolism
00230	b3806	Purine metabolism
00230	b3863	Purine metabolism
00230	b3987	Purine metabolism
00230	b3988	Purine metabolism
00230	b4005	Purine metabolism
00230	b4006	Purine metabolism
00230	b4177	Purine metabolism
00230	b4213	Purine metabolism
00230	b4238	Purine metabolism
00230	b4259	Purine metabolism
00230	b4372	Purine metabolism
00230	b4374	Purine metabolism
00230	b4383	Purine metabolism
00230	b4384	Purine metabolism
00240	b0032	Pyrimidine metabolism
00240	b0033	Pyrimidine metabolism
00240	b0171	Pyrimidine metabolism
00240	b0184	Pyrimidine metabolism
00240	b0215	Pyrimidine metabolism
00240	b0337	Pyrimidine metabolism
00240	b0470	Pyrimidine metabolism
00240	b0480	Pyrimidine metabolism
00240	b0640	Pyrimidine metabolism
00240	b0910	Pyrimidine metabolism
00240	b0945	Pyrimidine metabolism
00240	b1007	Pyrimidine metabolism
00240	b1008	Pyrimidine metabolism
00240	b1009	Pyrimidine metabolism
00240	b1010	Pyrimidine metabolism
00240	b1011	Pyrimidine metabolism
00240	b1012	Pyrimidine metabolism
00240	b1062	Pyrimidine metabolism
00240	b1098	Pyrimidine metabolism
00240	b1099	Pyrimidine metabolism
00240	b1238	Pyrimidine metabolism
00240	b1281	Pyrimidine metabolism
00240	b1539	Pyrimidine metabolism
00240	b1842	Pyrimidine metabolism
00240	b2065	Pyrimidine metabolism
00240	b2066	Pyrimidine metabolism
00240	b2143	Pyrimidine metabolism
00240	b2146	Pyrimidine metabolism
00240	b2147	Pyrimidine metabolism
00240	b2162	Pyrimidine metabolism
00240	b2165	Pyrimidine metabolism
00240	b2166	Pyrimidine metabolism
00240	b2234	Pyrimidine metabolism
00240	b2235	Pyrimidine metabolism
00240	b2291	Pyrimidine metabolism
00240	b2498	Pyrimidine metabolism
00240	b2518	Pyrimidine metabolism
00240	b2675	Pyrimidine metabolism
00240	b2676	Pyrimidine metabolism
00240	b2744	Pyrimidine metabolism
00240	b2780	Pyrimidine metabolism
00240	b2781	Pyrimidine metabolism
00240	b2827	Pyrimidine metabolism
00240	b2873	Pyrimidine metabolism
00240	b3164	Pyrimidine metabolism
00240	b3295	Pyrimidine metabolism
00240	b3399	Pyrimidine metabolism
00240	b3640	Pyrimidine metabolism
00240	b3642	Pyrimidine metabolism
00240	b3649	Pyrimidine metabolism
00240	b3701	Pyrimidine metabolism
00240	b3831	Pyrimidine metabolism
00240	b3863	Pyrimidine metabolism
00240	b3987	Pyrimidine metabolism
00240	b3988	Pyrimidine metabolism
00240	b4213	Pyrimidine metabolism
00240	b4238	Pyrimidine metabolism
00240	b4244	Pyrimidine metabolism
00240	b4245	Pyrimidine metabolism
00240	b4259	Pyrimidine metabolism
00240	b4372	Pyrimidine metabolism
00240	b4374	Pyrimidine metabolism
00240	b4382	Pyrimidine metabolism
00240	b4384	Pyrimidine metabolism
00250	b0032	Alanine, aspartate and glutamate metabolism
00250	b0033	Alanine, aspartate and glutamate metabolism
00250	b0485	Alanine, aspartate and glutamate metabolism
00250	b0674	Alanine, aspartate and glutamate metabolism
00250	b0928	Alanine, aspartate and glutamate metabolism
00250	b1014	Alanine, aspartate and glutamate metabolism
00250	b1131	Alanine, aspartate and glutamate metabolism
00250	b1302	Alanine, aspartate and glutamate metabolism
00250	b1493	Alanine, aspartate and glutamate metabolism
00250	b1524	Alanine, aspartate and glutamate metabolism
00250	b1525	Alanine, aspartate and glutamate metabolism
00250	b1761	Alanine, aspartate and glutamate metabolism
00250	b1767	Alanine, aspartate and glutamate metabolism
00250	b2290	Alanine, aspartate and glutamate metabolism
00250	b2312	Alanine, aspartate and glutamate metabolism
00250	b2574	Alanine, aspartate and glutamate metabolism
00250	b2661	Alanine, aspartate and glutamate metabolism
00250	b2662	Alanine, aspartate and glutamate metabolism
00250	b2957	Alanine, aspartate and glutamate metabolism
00250	b3172	Alanine, aspartate and glutamate metabolism
00250	b3212	Alanine, aspartate and glutamate metabolism
00250	b3213	Alanine, aspartate and glutamate metabolism
00250	b3517	Alanine, aspartate and glutamate metabolism
00250	b3729	Alanine, aspartate and glutamate metabolism
00250	b3744	Alanine, aspartate and glutamate metabolism
00250	b3870	Alanine, aspartate and glutamate metabolism
00250	b3960	Alanine, aspartate and glutamate metabolism
00250	b4139	Alanine, aspartate and glutamate metabolism
00250	b4177	Alanine, aspartate and glutamate metabolism
00250	b4244	Alanine, aspartate and glutamate metabolism
00250	b4245	Alanine, aspartate and glutamate metabolism
00260	b0002	Glycine, serine and threonine metabolism
00260	b0003	Glycine, serine and threonine metabolism
00260	b0004	Glycine, serine and threonine metabolism
00260	b0116	Glycine, serine and threonine metabolism
00260	b0311	Glycine, serine and threonine metabolism
00260	b0312	Glycine, serine and threonine metabolism
00260	b0514	Glycine, serine and threonine metabolism
00260	b0755	Glycine, serine and threonine metabolism
00260	b0870	Glycine, serine and threonine metabolism
00260	b0907	Glycine, serine and threonine metabolism
00260	b1033	Glycine, serine and threonine metabolism
00260	b1260	Glycine, serine and threonine metabolism
00260	b1261	Glycine, serine and threonine metabolism
00260	b1386	Glycine, serine and threonine metabolism
00260	b1539	Glycine, serine and threonine metabolism
00260	b1814	Glycine, serine and threonine metabolism
00260	b2366	Glycine, serine and threonine metabolism
00260	b2551	Glycine, serine and threonine metabolism
00260	b2585	Glycine, serine and threonine metabolism
00260	b2797	Glycine, serine and threonine metabolism
00260	b2903	Glycine, serine and threonine metabolism
00260	b2904	Glycine, serine and threonine metabolism
00260	b2905	Glycine, serine and threonine metabolism
00260	b2913	Glycine, serine and threonine metabolism
00260	b3117	Glycine, serine and threonine metabolism
00260	b3124	Glycine, serine and threonine metabolism
00260	b3433	Glycine, serine and threonine metabolism
00260	b3553	Glycine, serine and threonine metabolism
00260	b3612	Glycine, serine and threonine metabolism
00260	b3616	Glycine, serine and threonine metabolism
00260	b3617	Glycine, serine and threonine metabolism
00260	b3772	Glycine, serine and threonine metabolism
00260	b3940	Glycine, serine and threonine metabolism
00260	b4024	Glycine, serine and threonine metabolism
00260	b4388	Glycine, serine and threonine metabolism
00260	b4395	Glycine, serine and threonine metabolism
00260	b4471	Glycine, serine and threonine metabolism
00261	b0002	Monobactam biosynthesis
00261	b0031	Monobactam biosynthesis
00261	b0268	Monobactam biosynthesis
00261	b2478	Monobactam biosynthesis
00261	b2751	Monobactam biosynthesis
00261	b2752	Monobactam biosynthesis
00261	b3433	Monobactam biosynthesis
00261	b3940	Monobactam biosynthesis
00261	b4024	Monobactam biosynthesis
00261	b4298	Monobactam biosynthesis
00270	b0002	Cysteine and methionine metabolism
00270	b0120	Cysteine and methionine metabolism
00270	b0121	Cysteine and methionine metabolism
00270	b0159	Cysteine and methionine metabolism
00270	b0261	Cysteine and methionine metabolism
00270	b0928	Cysteine and methionine metabolism
00270	b1622	Cysteine and methionine metabolism
00270	b1814	Cysteine and methionine metabolism
00270	b1832	Cysteine and methionine metabolism
00270	b1919	Cysteine and methionine metabolism
00270	b1961	Cysteine and methionine metabolism
00270	b2414	Cysteine and methionine metabolism
00270	b2421	Cysteine and methionine metabolism
00270	b2521	Cysteine and methionine metabolism
00270	b2687	Cysteine and methionine metabolism
00270	b2688	Cysteine and methionine metabolism
00270	b2797	Cysteine and methionine metabolism
00270	b2942	Cysteine and methionine metabolism
00270	b2947	Cysteine and methionine metabolism
00270	b3008	Cysteine and methionine metabolism
00270	b3236	Cysteine and methionine metabolism
00270	b3433	Cysteine and methionine metabolism
00270	b3607	Cysteine and methionine metabolism
